id,listing_id,num_bedrooms,num_bathrooms,accommodates_guests,property_type,room_type,location_neighborhood,latitude,longitude,amenities_list,host_is_superhost,average_guest_rating,num_reviews,historical_occupancy_rate_percent,minimum_nights_stay,distance_to_city_center_km,public_transport_proximity,seasonal_period,local_demand_index_2025,price_per_night_inr
6746,Once,Free,2187.92,Certain,Three,Establish,Compare,6045.75,2011.54,Weight,Cover,5278.37,Community,8614.72,Successful,1703.08,Again,Loss,5378.35,8995.97
6747,Create,Everything,1383.08,Technology,Back,See,Six,4981.06,446.06,Education,Production,4783.81,Seat,1351.3,Four,2894.45,Who,Dark,8550.46,6277.14
6748,Light,Glass,8116.45,State,Ever,Ok,Movement,4039.62,9934.07,Mission,Yourself,4959.97,Measure,1817.21,Much,976.26,Thank,Government,2747.79,9964.27
6749,President,Interesting,5212.52,Laugh,Skin,Tend,Listen,1366.64,6730.95,Almost,Feeling,8300.35,General,8195.02,Most,9212.04,Member,Laugh,2387.9,7437.38
6750,Democrat,Protect,8549.6,Chair,Body,Free,Sell,1272.19,2729.61,Analysis,Time,5094.39,Pick,5627.18,Economy,9171.44,Send,Air,8755.77,7520.22
6751,Address,Huge,8669.48,Official,Seat,Officer,Create,1684.77,7961.41,Yard,Information,7893.32,Lay,4837.72,Success,9360.27,Media,Half,5052.81,7268.31
6752,Together,Understand,365.25,Happy,She,Well,Newspaper,4963.7,2787.43,Expect,Foot,8312.5,Low,9573.15,Congress,7729.28,Fine,Couple,6294.64,3624.95
6753,Race,Exist,8071.18,Dark,Science,Sign,Vote,6430.71,8850.68,Paper,Foreign,4897.7,Also,6312.59,Environment,7894.8,Thought,Likely,8694.8,7907.09
6754,Line,Election,7126.41,Size,Appear,Two,Send,5836.67,4905.09,Before,Standard,4249.2,Dinner,7891.33,Fire,3195.79,Here,Level,4401.4,1517.28
6755,Use,Discussion,593.87,Kind,Would,Myself,Contain,6979.24,6054.82,Weight,Success,6134.32,Vote,959.49,Quite,6734.32,Above,Action,6162.79,7694.94
6756,Should,Plan,9863.5,Few,Recently,Public,Technology,1351.46,7212.69,Community,Poor,5807.71,Particularly,1504.92,Example,6296.12,Effort,It,7893.72,3760.71
6757,Seven,Provide,6739.66,Pretty,Bar,Certain,Identify,2816.69,2284.23,Left,Third,7513.76,Under,6322.81,Candidate,5904.71,Area,Experience,4987.14,7372.07
6758,Enter,Leave,5459.73,Question,Both,Simply,Task,1683.08,7286.67,Try,Upon,3758.98,Risk,6518.82,Country,1908.52,First,Attention,9259.77,7830.94
6759,Record,Fine,9562.27,Identify,Deep,Director,Force,6970.37,1667.92,Do,Grow,9669.27,Near,4288.18,Question,7001.91,Very,First,1738.56,2687.18
6760,Protect,National,9630.29,General,Business,Play,Product,4479.92,4381.49,Base,Team,7604.56,Person,2271.46,Road,8627.83,Head,Necessary,6563.45,3270.72
6761,Way,Investment,4680.29,Member,Ago,Area,Official,8979.23,6569.75,Laugh,Politics,1298.61,Then,897.78,Question,5201.58,Table,Power,6301.32,1253.15
6762,Should,Suffer,2571.38,Happy,Truth,Growth,Other,5625.3,1204.01,Over,Same,268.29,Ago,6081.19,Major,4446.92,Consumer,Son,2435.5,7153.91
6763,Beat,Chair,5398.01,Animal,Hot,Allow,Then,9672.47,4988.53,Believe,Base,4845.53,People,6330.29,Administration,3819.82,Road,If,7844.9,1300.85
6764,Summer,Consumer,1421.44,Stuff,Save,Ability,Cost,7549.01,6317.12,She,Risk,587.38,Thank,544.89,Phone,500.65,Heavy,Table,9048.33,3631.02
6765,Around,Place,9924.58,Together,Quality,Same,Kitchen,9397.49,649.88,Perhaps,There,7364.15,Might,7780.49,Test,6356.84,Skin,Data,7523.78,1972.37
6766,Method,Behavior,55.18,Your,Someone,Political,Tax,5566.72,7102.08,Collection,Source,783.78,Still,7265.35,Myself,2779.15,Decision,While,3933.62,1023.02
6767,Play,Life,6190.23,Church,Enough,Character,South,2700.39,3272.84,West,Very,6893.44,Thing,718.82,World,7128.36,Go,Body,6984.9,3895.82
6768,Teach,Human,917.92,Age,Office,Require,Tv,4392.99,7811.09,Here,Far,6579.13,Tax,6710.39,Only,608.89,These,American,1016.64,5100.76
6769,Of,General,7632.38,Seek,Body,Heart,Protect,1912.79,9477.67,Myself,Speak,6599.64,Market,474.81,Reduce,4539.61,Mouth,Prevent,4779.94,9188.28
6770,Add,Own,8933.15,Might,Sometimes,Among,Matter,8917.81,9497.38,After,Organization,7603.62,Second,1039.27,Surface,87.42,Tell,Real,544.1,9316.92
6771,Trade,Form,2824.03,Computer,Music,Recognize,Suffer,8682.22,5881.56,Art,Mention,6685.96,Him,4972.93,Than,706.7,Without,Star,1270.04,6380.09
6772,Majority,End,1816.05,Nation,Technology,Certain,Stock,1056.21,6195.55,Government,Lose,5623.04,Record,5439.1,Great,7467.48,Hot,Team,4876.09,5537.84
6773,Dinner,World,4524.49,Friend,Artist,Project,Him,3463.85,6983.91,Spring,House,1516.24,Worry,8666.66,Paper,2697.99,Present,Customer,2457.22,1886.6
6774,Factor,Knowledge,805.15,Build,Night,Article,Product,7705.67,2394.4,Someone,Out,8838.56,A,8991.53,Popular,5263.71,Room,Tough,8398.35,8703.66
6775,Audience,Sense,1511.28,Degree,Season,Strong,Between,7056.48,2188.77,Notice,Big,898.02,Seven,2025.03,Own,3093.35,Growth,Community,3468.87,495.4
6776,Think,Century,1517.92,Question,Big,Level,Manage,7803.06,2707.28,Not,Western,7378.08,Compare,4625.81,Expect,3424.54,Real,Change,5366.92,1977.49
6777,Court,Could,1418.57,Beat,Term,Maintain,Wear,71.18,7638.21,Food,People,4130.19,End,8509.79,Wait,4546.42,Win,Free,7945.4,9871.53
6778,Management,Discuss,6709.15,West,Information,Draw,Walk,6112.82,7278.49,Population,Plan,9657.25,Imagine,6887.81,As,6708.77,News,Budget,3148.61,5811.63
6779,Me,New,4855.98,Require,Their,Trial,Special,1016.93,995.38,Program,Even,8804.43,Media,8525.58,Career,3703.57,Sound,Many,3239.39,2669.98
6780,Town,Camera,6495.57,Half,Talk,Music,Degree,923.87,8399.65,Again,President,5116.18,Woman,1985.01,May,4915.32,Side,Loss,431.9,4415.32
6781,Like,Operation,9612.88,History,East,Sea,Similar,6523.11,9924.29,Little,Seven,1932.13,Me,2857.15,Bad,4302.44,Anything,Sister,256.05,2379.52
6782,Support,Spring,1010.23,Church,People,Candidate,Watch,4611.2,1023.57,Activity,List,7284.76,Possible,654.93,Customer,2405.27,Rule,Certainly,6009.66,3680.3
6783,West,Responsibility,2466.95,Service,Finally,Commercial,Cause,791.81,404.32,Begin,Social,1840.94,Mind,2124.5,Less,5413.79,Popular,Smile,1675.24,8571.45
6784,Chance,Attack,5454.15,Onto,It,Space,To,1554.55,3850.22,However,Top,9928.14,Firm,1294.43,Everyone,1898.64,Most,Difference,2434.02,5589.74
6785,Degree,Sport,2290.97,North,Ten,Central,Community,2394.97,5144.03,It,Break,5847.02,Often,2166.3,Station,8350.87,Order,Test,7908.07,4652.03
6786,Bad,Anything,8881.09,Decide,Look,Return,Treat,9138.07,8313.13,Individual,Price,7496.77,Drop,4373.37,Avoid,456.12,Visit,Main,4822.35,8960.56
6787,Character,Listen,2928.2,Him,Under,Result,Next,3535.25,5525.39,Risk,Material,6754.55,Through,4407.21,Easy,5854.75,Cost,Bad,7916.98,7658.94
6788,Authority,Add,5983.08,Interest,Too,Team,Anyone,774.99,1628.92,Peace,On,3460.07,Gas,7555.72,Speech,4756.31,Painting,Know,646.46,2446.85
6789,Unit,Discussion,8879.49,Source,Glass,Right,Small,3605.36,8676.62,Do,Different,9401.45,Early,68.06,Picture,9713.4,Machine,Section,1443.58,2988.34
6790,Nature,Official,6797.36,Parent,Treat,Decide,Family,3044.15,8303.23,Nation,Leader,343.13,Less,8987.13,Activity,1251.4,Result,Suddenly,8301.56,530.84
6791,Year,Care,3199.33,Mrs,Music,Charge,Plant,6619.87,5655.89,Character,Should,9198.42,Eight,6131.52,Bring,5590.93,Not,House,5094.62,223.19
6792,Outside,Ball,4372.26,Happy,Sometimes,Treatment,Rather,3374.05,3373.65,Event,Head,5602.71,Middle,2854.18,Tonight,7407.0,Feel,Describe,7593.64,5640.32
6793,Gun,House,1787.8,Democrat,Include,Owner,Real,4448.91,5040.01,World,Activity,6029.16,Democratic,8838.62,Poor,6870.2,News,Better,6917.97,4039.66
6794,Seem,Evidence,8331.66,Focus,Crime,Measure,Into,8241.57,6496.67,Onto,Ready,5132.17,Child,9805.17,Table,4745.59,Language,Generation,1075.67,8977.66
6795,Kind,Decision,2564.87,Up,Draw,Population,Suffer,7143.67,1823.71,Data,The,1002.5,Throughout,4049.31,Meet,5705.76,With,Several,6611.49,5394.34
6796,Fire,Rather,484.79,Result,Adult,Administration,Price,4928.78,5104.55,Effort,Offer,6254.21,Born,5450.47,Why,2280.85,Story,Hold,6662.66,4635.79
6797,Outside,Leader,5428.24,Show,Father,Office,Spend,8902.26,6469.21,Young,Material,9052.12,Hair,5727.65,Guess,2644.4,State,Alone,4528.26,2736.38
6798,Thing,Old,1922.59,Animal,Probably,Model,Next,8591.8,927.85,Follow,Of,3205.34,Well,2057.23,Go,4328.41,Expert,Crime,5254.22,4697.95
6799,Prepare,Send,2458.75,Than,Help,Cell,Ability,429.76,2199.06,Worry,Prove,1523.77,Seem,3339.78,Issue,6036.51,Own,Practice,3612.69,3374.4
6800,Page,Skill,5677.09,East,Marriage,Father,Sit,3615.7,972.18,Million,Population,20.13,Plant,3079.37,Television,1242.23,Sometimes,Same,8428.21,2136.91
6801,Boy,Threat,7402.64,Cold,Interest,Land,Free,4087.88,4487.49,Offer,Candidate,6151.57,Energy,7633.38,Gun,7340.03,Year,Stand,1591.0,3190.27
6802,Good,Imagine,8397.84,Of,Adult,Necessary,Never,3562.23,3055.34,This,Leg,5015.97,Civil,3712.67,Attention,6966.89,Mean,Either,8960.01,1545.29
6803,Skill,Two,1770.94,Smile,Right,Base,Age,3096.36,107.77,Rule,Tell,3497.28,Just,7352.57,Nothing,3961.84,Business,Herself,499.89,6592.54
6804,Everyone,Control,8562.3,Place,Sense,Try,Material,3648.7,1384.81,Represent,Thousand,1983.85,Full,9380.91,Owner,1795.33,Thousand,Seem,2765.63,6405.49
6805,Scientist,Plan,7273.71,Daughter,Player,Science,Across,4870.22,3422.57,Success,Baby,4050.58,Help,7681.32,Partner,3633.82,Purpose,Affect,3979.45,9535.12
6806,Ready,One,6099.57,Born,Art,Movement,Cut,2265.06,9863.43,Involve,Voice,4848.44,Owner,2417.61,Read,4445.89,Memory,Foreign,3337.93,6096.57
6807,Of,Husband,6589.08,Avoid,Follow,Career,Over,7383.26,6329.53,Party,Know,9650.96,Ground,3674.08,Affect,5815.02,Way,Forget,7297.0,9945.98
6808,West,A,1750.84,His,Paper,North,Pick,946.34,5914.85,Ball,Two,9146.55,For,78.53,Pay,2564.13,Prevent,Some,8615.99,5245.59
6809,Remain,Treatment,4688.61,Economic,Lot,Vote,Realize,2081.61,7512.24,Appear,Down,4088.39,Rule,1717.6,Well,8395.5,Site,Call,2348.94,1659.35
6810,Yet,Agency,6711.92,Customer,Fine,Order,Since,7659.58,2076.35,Claim,End,6242.0,You,1464.11,Natural,4870.72,Figure,Staff,3330.35,7014.81
6811,Standard,Operation,9878.71,Standard,Same,Significant,Rest,3879.9,9366.84,Late,Draw,295.09,Line,1922.74,As,7691.4,People,Blue,1140.26,9166.2
6812,Necessary,People,2016.46,Whom,Evidence,Citizen,Think,4970.74,7840.59,Community,Test,1992.82,Everybody,4833.19,Staff,5629.8,Which,My,6069.01,1569.98
6813,Back,Him,7417.52,Marriage,Across,But,Skin,293.56,9793.29,Wide,Recognize,3244.92,The,4985.63,Within,4922.33,Shoulder,Minute,7856.23,231.07
6814,Doctor,Story,7804.34,Easy,Challenge,Health,Small,5022.43,6606.13,Never,None,4661.54,Nearly,2532.31,Compare,1501.8,Source,Whole,8261.89,2796.88
6815,Plan,You,8569.12,Magazine,Wrong,Foot,Sense,9236.33,3897.53,Year,Before,1528.31,Trip,1821.06,Pattern,1463.13,Especially,Parent,6378.97,5211.56
6816,Or,And,6574.51,Quality,Red,Than,Through,2399.98,2847.88,Happy,Best,3512.98,Also,3871.83,Main,6123.13,Color,Year,3425.88,3506.38
6817,Dinner,Say,8467.51,Within,Since,Real,Million,4835.41,9106.21,Owner,Light,6197.06,Strategy,7963.45,Explain,3570.34,Should,Force,4841.97,3890.58
6818,Card,Practice,2080.17,There,Benefit,Notice,Science,1665.45,7035.47,Health,Medical,5770.8,Thousand,9359.51,Single,3590.75,Nothing,Either,962.09,5940.51
6819,Several,Wife,705.4,Run,Plan,Painting,Research,8181.24,8122.95,Occur,Appear,2827.46,Serve,1545.97,True,2596.41,Piece,Race,974.21,5136.94
6820,Doctor,Road,3823.75,Population,Where,Mouth,Show,4462.26,270.37,Example,Century,481.02,Reveal,342.15,Last,4900.17,Charge,South,4364.01,3294.79
6821,Character,Top,8414.05,Finally,Much,Their,The,7801.65,445.2,Hot,View,6178.45,Education,3870.2,Feel,9336.12,Next,Turn,2602.06,4563.37
6822,May,Language,1425.02,Foot,Drop,Choice,When,9798.18,309.07,Condition,Owner,8941.25,Glass,906.8,Capital,5887.88,Baby,Left,5361.85,2403.69
6823,Week,Building,8399.66,Himself,American,Expect,Can,1849.53,9494.61,Author,Care,480.87,Remember,8870.18,Money,6762.19,Truth,Source,7346.3,678.59
6824,Spring,Appear,7524.15,Part,Low,Other,Son,8921.54,5502.74,Mrs,And,9457.98,Hand,7370.61,Grow,7884.53,Say,Ok,3956.63,521.33
6825,Style,Best,8626.26,Learn,Show,Range,Politics,5370.82,814.72,Something,Every,1182.87,Board,3858.47,Claim,2197.52,Interview,Night,640.29,2500.63
6826,Miss,Challenge,8302.33,I,Ok,Into,Tough,881.51,1124.79,Population,Stage,6299.99,Above,8645.89,Mrs,6214.4,Nor,Senior,417.14,1620.15
6827,Clear,Knowledge,172.42,Set,Stock,Future,Front,9481.04,7523.5,Place,Commercial,4135.36,Lose,6919.56,Nature,8125.95,Husband,Work,662.2,1503.64
6828,Political,Support,2323.9,Could,Because,International,Whose,5666.12,9911.68,Prevent,Purpose,7447.07,Never,722.91,Surface,1003.83,Still,Discuss,6784.93,9081.36
6829,Action,Experience,9396.23,Admit,Police,Build,Nearly,1062.71,5052.26,Majority,Simple,3640.6,Under,2473.28,Tax,8420.34,Read,Miss,8066.99,1329.09
6830,Car,Herself,7600.04,Baby,Field,Others,Try,9081.73,6305.56,History,Message,8049.57,Management,1634.73,Keep,9631.6,Itself,Gas,8021.57,3522.51
6831,Discuss,City,7702.54,Close,Here,The,Deal,3221.17,5097.0,Each,East,7155.94,Right,653.27,Someone,990.89,Another,While,5637.45,5628.15
6832,Little,National,6766.85,Large,Seven,Expect,Sound,8829.93,127.86,Rock,Skin,4964.78,Sister,8110.5,Continue,9669.88,Away,History,8117.0,1580.59
6833,Already,Control,6237.76,Citizen,According,Learn,These,6910.56,8476.8,I,Parent,6233.66,Sometimes,9876.56,New,5750.02,Second,To,4327.85,508.1
6834,Without,Land,4640.57,Key,Wide,Follow,Into,5859.69,6071.49,Age,Join,5661.29,If,4937.94,Investment,848.45,Certain,Event,2767.57,9955.02
6835,Management,Position,4752.97,Over,Instead,Food,Area,6905.27,7134.06,Its,Ball,492.11,Real,7334.01,He,886.87,More,Draw,8470.86,1267.44
6836,Hard,Tell,8520.17,Soldier,Model,Suddenly,Money,9247.13,3049.2,Own,Edge,1883.5,Get,228.86,Present,2148.06,Option,Night,1772.74,5307.02
6837,Machine,None,4254.66,Unit,Particular,Star,Tree,4777.49,2563.31,Employee,Trouble,6496.34,Decide,9428.42,Lose,7381.26,Rule,It,5896.71,2345.2
6838,Into,Support,983.39,Time,Style,Recent,Democrat,9005.83,9660.61,Any,Deal,9671.05,Third,7610.89,Everything,1031.99,Television,National,7772.32,5439.37
6839,Him,He,3693.15,Main,Executive,Determine,Plan,7704.43,510.83,Rock,Role,8353.26,Western,144.85,Cultural,3577.75,Where,Own,3057.52,5219.66
6840,Bit,One,2589.97,Simply,If,Majority,Check,3154.67,7752.65,Response,Season,9844.44,Study,4400.34,Local,3387.28,Position,Loss,953.29,5976.37
6841,Hospital,Color,9333.65,Market,Professor,Everything,Look,4288.72,5892.96,Keep,Detail,6835.16,Finish,2306.11,Thousand,4028.96,Itself,Anything,7783.29,2268.31
6842,Thank,Specific,9205.95,After,Tell,War,Then,3057.53,5000.1,Difficult,Near,8785.18,Child,8847.36,Particularly,184.37,Real,Decision,8866.72,1411.63
6843,Daughter,Since,2391.5,Plan,Sense,Myself,Opportunity,929.38,3355.44,Coach,Business,4290.27,Daughter,735.22,Boy,3770.94,Part,Wide,7849.13,1112.39
6844,Appear,Control,7548.79,Its,Contain,Evening,Population,2871.14,7820.75,Watch,Try,2206.28,Art,7312.9,Stop,99.38,People,Box,4491.0,9461.26
6845,Wish,Research,3752.55,Less,Card,Difficult,Born,8430.73,7754.52,Bit,Industry,3875.88,Source,6377.39,Property,8402.16,Off,Thing,9148.32,2342.69
6846,Government,Save,9391.75,Government,Vote,Simply,Heart,6393.66,9522.58,Involve,Matter,1473.7,Light,7418.41,Out,5244.12,Claim,Pm,8580.32,709.12
6847,Successful,But,5103.82,World,Write,Election,Professor,8440.93,1729.13,Plant,Adult,4959.99,Into,9566.06,Tree,9558.51,Yard,Risk,4227.91,185.76
6848,Music,Race,8723.58,However,Audience,Travel,Bar,9151.26,3105.1,Improve,Soldier,3734.01,Natural,7777.92,Quite,2636.92,Book,White,363.76,8463.6
6849,Push,Program,1073.45,Either,Doctor,Five,Music,1504.55,11.24,Edge,Make,9016.91,Lawyer,9220.73,Body,8349.97,Simple,Evening,4541.06,9306.59
6850,Apply,Director,5658.88,Wall,Amount,Do,Think,1813.36,9111.77,Color,Agree,5887.54,Whose,505.06,Best,6335.8,Read,Need,7026.63,5269.82
6851,Area,Wonder,2504.4,Turn,Card,Than,Compare,3591.91,3810.04,Father,Current,6619.15,Much,8922.85,Resource,982.91,For,Herself,5777.1,256.41
6852,Industry,Task,9236.43,Simple,Avoid,Quickly,It,1258.23,5781.68,Now,Major,8011.39,Ten,8359.59,Lose,2006.98,Find,Throw,4500.99,3938.93
6853,Team,Foreign,8034.44,Amount,Top,By,By,3137.62,9493.32,Threat,Could,6932.88,Design,487.36,Happen,5422.23,Thank,Life,7507.6,7801.5
6854,Yourself,Growth,7246.18,Enjoy,Land,Woman,Dream,6983.2,2378.1,Form,More,3904.79,Million,1855.6,Pass,9162.52,Sure,Concern,1493.88,4834.13
6855,Involve,Ground,8164.4,Certain,Region,Blood,Send,9525.12,8362.32,Notice,Box,7550.73,Learn,8484.68,Tend,8427.47,Firm,Few,8510.89,576.85
6856,Choose,Career,4311.12,Important,Imagine,Authority,Certainly,7559.57,5604.11,Partner,Defense,6521.06,Price,1109.19,Position,4725.87,A,Bag,2136.26,8764.43
6857,Goal,Team,6233.47,Physical,When,Interesting,Follow,7150.53,5867.23,Usually,Dog,3117.76,Toward,8513.8,Treatment,9442.99,Trouble,Safe,1910.43,4267.75
6858,Level,Assume,3868.87,Say,Feel,Local,Year,6767.76,3635.73,Direction,Total,3890.28,Rest,7756.44,Run,5495.99,Debate,Page,2461.56,3092.6
6859,Age,Picture,3132.0,Rather,Couple,Simply,Letter,1966.46,2229.73,Mother,Medical,3460.11,Begin,754.17,Hold,828.97,Peace,Middle,9695.8,8516.44
6860,Story,Strategy,663.86,Worker,Similar,Star,Medical,8914.84,6102.44,Court,The,6398.53,Write,4407.57,Tough,7149.49,Indeed,Organization,9744.46,7468.56
6861,Play,Prove,2361.44,Admit,Imagine,Statement,Onto,1332.1,770.52,Head,Seem,251.33,Discover,226.65,Identify,7874.06,Town,Story,9094.63,8098.87
6862,Pm,Property,2759.18,Cup,Family,Scene,Medical,8164.44,3203.98,Great,Her,1045.68,Medical,6719.74,Treat,7864.71,Bed,Without,9926.49,4648.46
6863,Everyone,Stage,6367.78,Although,Direction,Stage,Stage,6144.5,3419.04,Run,Become,2367.14,Leg,6939.12,Call,5001.11,Team,Industry,1720.65,8322.36
6864,Note,Part,7662.78,High,Million,Street,Mrs,1677.54,3573.59,Official,Enough,3454.04,Fine,4842.4,Contain,8456.68,Environmental,Go,9149.13,1259.51
6865,Point,Nearly,154.91,Their,Official,What,Who,7892.78,9081.44,Time,Let,6644.89,Long,6497.5,Move,948.57,Community,Administration,9217.77,8420.44
6866,Smile,Some,3026.82,We,Camera,Of,Break,1784.98,5637.62,Hospital,Now,7137.39,Alone,6027.44,Teacher,6431.72,Change,Draw,4964.13,3962.26
6867,Do,Society,4051.41,Free,Blue,Model,Certain,3555.01,2848.68,Under,Appear,4371.63,Movement,4275.3,Section,5420.39,Project,Approach,4883.54,168.27
6868,Instead,West,4624.58,Attack,Rule,Really,Home,14.27,5726.62,Drop,Matter,5972.75,View,9352.24,Sister,3609.65,Majority,Brother,9702.71,4650.62
6869,Big,Physical,24.67,Food,Add,Continue,Attack,7043.55,3338.54,From,Service,5886.18,Direction,4356.38,Interesting,9717.21,Surface,High,3398.46,4057.74
6870,Room,Ask,5966.0,Forward,Reason,Order,Really,8283.45,4711.76,New,Similar,6488.32,Subject,2081.71,Together,7923.05,Red,Standard,549.92,2075.81
6871,Spring,Line,773.24,War,Foreign,Main,Trouble,7713.77,2869.2,Still,Experience,8347.3,Under,9466.68,Employee,5072.54,Whose,Budget,431.39,3368.74
6872,Value,Stay,1422.59,Student,Base,The,Natural,5470.3,3262.88,Animal,Challenge,4373.91,Politics,5796.71,Nor,8918.44,Many,Voice,2188.4,7441.33
6873,Tough,Grow,8012.81,Then,Opportunity,Describe,Either,6649.69,4987.18,Civil,Final,3986.44,Stage,2707.81,Democrat,3305.07,Teacher,Their,6871.81,211.91
6874,Hundred,Hold,1977.81,Might,Term,House,Develop,9380.59,7374.88,Fear,Treat,5659.57,Already,8121.63,Education,5311.95,Any,Attack,1243.33,8682.09
6875,Get,Subject,7560.57,Current,Husband,Determine,Artist,5923.07,5882.92,Meet,Reflect,3375.21,Serious,9009.81,Piece,9368.51,End,Nearly,5840.25,3570.21
6876,Past,Customer,3254.57,Spring,Surface,Month,Yes,3666.26,5722.71,History,Year,5154.04,Teacher,1382.82,Young,763.13,Front,Last,7999.52,5506.79
6877,Inside,Important,8020.39,Majority,Economy,Concern,Follow,7327.0,7958.39,List,Raise,5570.13,Approach,1140.49,Career,7938.97,Fly,Can,2295.09,5052.86
6878,Benefit,Card,9462.93,Will,Task,Pass,What,1833.81,325.77,Agency,Rule,2436.64,Real,7472.3,People,1434.94,Drive,Central,8791.14,2194.88
6879,Southern,Pass,4076.98,Out,Interview,Consumer,Push,2336.09,2475.51,Message,Pm,4107.71,Language,2262.46,Spend,9990.29,Third,Drive,7712.4,9582.11
6880,Myself,Well,6031.67,Remain,Successful,Institution,Quickly,4365.0,2644.51,Road,Artist,8194.54,Young,5448.31,Single,9607.37,Address,Day,6921.8,276.46
6881,Source,Provide,6059.0,Seven,National,Direction,Eat,31.85,1985.7,Production,They,7516.24,Will,8434.07,Defense,4562.81,Movement,Own,7003.4,4907.19
6882,Music,Without,7795.95,Assume,Turn,While,Nature,8480.77,5241.35,Center,Party,9011.0,Staff,3998.22,Possible,8507.12,Catch,Bank,5975.6,998.87
6883,Situation,Can,531.82,Radio,Season,Coach,Other,2414.3,2297.94,Production,All,6274.48,Head,1312.81,Word,8912.5,Or,Law,1056.95,1145.33
6884,Purpose,Hold,2966.79,Morning,Election,Through,Hair,7376.29,294.92,Save,Sure,402.42,Lead,9603.51,Tend,9624.97,Continue,Hard,1878.58,1169.73
6885,Certain,President,6313.02,Off,Arrive,Rule,Reach,2057.19,8484.72,Program,Deal,3208.47,Star,8002.66,Size,4669.14,Group,Rather,6259.43,8595.1
6886,Before,Decide,2404.14,Speech,Commercial,Reveal,Town,9139.36,314.97,Today,Tell,5060.39,Add,9087.44,Support,6553.97,Dinner,Space,1990.32,5073.86
6887,Everybody,Information,203.88,Politics,Operation,Then,Off,5324.4,7673.11,Kind,Bring,19.33,Allow,4047.78,Kitchen,6738.9,Alone,Huge,4006.43,3730.9
6888,Building,From,8659.08,Item,Receive,Measure,Book,1797.06,169.73,During,Television,884.81,Reflect,8055.82,Trial,6490.86,Practice,Sort,3327.83,8214.46
6889,Ball,Note,5932.08,Meet,Per,Across,Trip,2616.09,9994.89,Mean,Dark,7188.63,Surface,5528.81,Unit,5371.2,Big,Value,2645.92,2452.33
6890,Man,Establish,3720.76,Federal,Assume,Detail,Must,9314.93,5538.42,Just,Cell,8639.8,Civil,4557.12,Interview,6347.84,Table,Pick,6977.87,1260.77
6891,Recently,Everyone,8515.41,Five,Draw,Less,Place,858.66,7667.13,Race,Coach,981.77,Rich,3340.55,Contain,4890.32,Modern,Card,9725.87,3015.55
6892,Individual,Relate,2134.16,Short,Collection,Scene,Attention,7844.77,9923.03,Anyone,Benefit,4301.28,Order,4574.46,Age,7826.96,Successful,Way,1715.64,3266.91
6893,Behind,Discover,2867.09,Institution,Concern,Long,Despite,6564.56,5796.48,Call,South,9807.69,Happy,2997.73,Adult,8438.91,Rest,Foot,6406.54,6204.93
6894,She,Before,850.99,Idea,Not,Treat,North,5244.17,130.87,Nothing,Food,7131.91,Continue,8046.72,Strong,8667.58,Present,Reach,8347.38,1356.42
6895,Hope,Control,7915.67,Above,Action,Price,For,4142.68,1238.52,Show,Speech,852.15,Very,3541.28,Interest,5946.73,Look,Sort,8454.79,2369.98
6896,Gun,Without,1456.76,Defense,Choose,Fire,It,8330.15,4775.04,Own,System,8963.0,Today,9899.9,Capital,9889.82,Sort,Share,2717.81,5072.96
6897,Use,Born,272.0,Project,Record,Office,Candidate,1017.49,2380.95,Improve,Research,2166.11,Spring,8861.01,Bar,3197.04,Speak,Mr,398.61,7347.04
6898,Somebody,Get,9628.92,Authority,Hold,Wrong,Onto,4169.64,9720.8,Least,Nature,4929.6,Actually,5524.49,Standard,2727.73,Black,That,1696.7,5995.52
6899,One,Machine,661.05,Become,Bill,Politics,Culture,7617.94,1300.06,Send,Act,2175.78,Material,3491.0,Issue,2145.37,Sound,Skin,5541.19,8927.96
6900,Body,Carry,1703.81,Method,Able,Why,Feel,2218.45,4034.55,Place,Color,2180.02,Box,6784.61,Sing,1025.04,Store,Best,3464.3,6166.02
6901,Senior,Partner,4426.31,The,Scientist,Black,Collection,7919.73,1239.88,Space,Bag,9329.21,Bank,9063.58,Every,364.6,Senior,Involve,8853.9,9389.06
6902,Land,Off,3380.36,Us,Strong,Present,Own,2620.97,6254.67,Create,Organization,4486.24,Sure,1581.86,Thank,1591.68,Agent,Account,8475.23,1132.9
6903,Second,Card,6267.15,Already,Resource,Nation,American,1905.41,4279.52,Product,Heart,8969.39,Level,921.93,Somebody,2237.13,Themselves,Game,45.3,5781.78
6904,Involve,Meet,2633.76,Everything,See,Far,Name,4543.28,5044.32,Allow,Article,4171.6,Seven,8916.77,Reveal,6150.05,North,Read,8037.02,1953.97
6905,Couple,Not,3187.92,Realize,Nearly,Late,Light,8535.78,848.86,Only,Forward,22.33,Property,9896.27,Price,6145.43,Coach,Discover,7881.27,2418.42
6906,Source,First,2521.31,Information,Office,Month,Now,5777.38,4915.44,Way,Avoid,2775.06,Or,5975.85,Force,6202.53,Decide,Send,6280.26,6863.51
6907,Federal,Environmental,7621.3,Animal,Anything,Themselves,Though,812.28,2759.45,Respond,Down,1681.11,Court,5943.04,Represent,6175.92,Whole,Beat,590.75,9796.88
6908,Husband,Future,3214.13,Her,Lose,The,Theory,4462.59,4207.77,Many,Type,5598.74,Instead,4728.74,Oil,189.02,Major,Region,5669.98,1701.72
